ticker,events,spread_cents,flat_share,prior_val,logistic_val,boosting_val,prior_test,logistic_test,boosting_test,top_decile_cents,bottom_decile_cents,test_trades,mid_pnl_per_trade_cents,spread_cost_per_trade_cents,extreme_signal_cents,signal_over_spread,cost_over_signal
AAPL,400140,13.561053631229228,0.0764982256210326,0.9100321902741344,0.8885875443293995,0.8821114017765046,0.9272674801930366,0.8942346810482312,0.8981630982134083,2.30850930900912,-1.91715606647507,1224,1.6466503267973276,10.177696078431373,2.112832687742095,0.15580151404139675,6.180848424708727
AMZN,269500,12.478849721706787,0.1449721706864564,1.00646629327178,0.9633378455322904,0.9614489828443415,0.9714400933180896,0.9474461587748864,0.9360001293943588,1.4805122494432,-1.28358070500927,797,1.0526976160602097,10.42534504391468,1.3820464772262349,0.11075111152450086,9.903456495828518
GOOG,147665,26.815934717096106,0.057630447296244836,0.8741497071717592,0.8527788717881247,0.8452205633293096,0.8746908796951548,0.8349851571113648,0.8387103401857082,3.3063642518618797,-2.69966159052453,486,1.9917695473250927,22.0,3.003012921193205,0.11198613633552285,11.045454545454602
INTC,623790,1.2046762532262498,0.8659164141778483,0.5063053778672945,0.3726250929464282,0.3507077534110643,0.5227751324054521,0.3887612787469226,0.387585565053971,0.17174348697393998,-0.19794004488617997,939,0.1432374866879692,1.3391906283280084,0.18484176593005996,0.1534368801867176,9.34944237918194
MSFT,668515,1.21728757021157,0.8101987240376057,0.6253448447956351,0.4540842514559284,0.4167982701193221,0.6156989858117724,0.4678688198526299,0.4481950661721546,0.28827312841222996,-0.25299132515704,1181,0.1765453005927145,1.3729889923793395,0.27063222678463494,0.22232398769799142,7.776978417266342
